Net kWh,DATE,calendar_year,month,week,hour,minute,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyRelativeHumidity,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindSpeed,open_to_students
252.0,2018-09-18 21:00:00,2018,September,38,21,0,68.0,68.0,100.0,10.0,68.0,330.0,3.0,1
249.5,2018-09-18 22:00:00,2018,September,38,22,0,66.0,66.0,100.0,3.0,66.0,0.0,0.0,1
237.125,2018-09-18 23:00:00,2018,September,38,23,0,66.0,66.0,100.0,10.0,66.0,290.0,3.0,1
233.875,2018-09-19 00:00:00,2018,September,38,0,0,66.0,66.0,100.0,10.0,66.0,0.0,0.0,1
221.625,2018-09-19 01:00:00,2018,September,38,1,0,65.0,65.0,100.0,2.0,65.0,0.0,0.0,1
202.25,2018-09-19 02:00:00,2018,September,38,2,0,64.0,64.0,100.0,7.0,64.0,190.0,3.0,1
179.0,2018-09-19 03:00:00,2018,September,38,3,0,64.0,64.0,100.0,7.0,64.0,0.0,0.0,1
171.5,2018-09-19 04:00:00,2018,September,38,4,0,66.0,66.0,100.0,10.0,66.0,340.0,6.0,1
173.625,2018-09-19 05:00:00,2018,September,38,5,0,68.0,68.0,100.0,2.5,68.0,360.0,9.0,1
184.0,2018-09-19 06:00:00,2018,September,38,6,0,68.0,68.0,100.0,1.5,68.0,30.0,13.0,1
198.875,2018-09-19 07:00:00,2018,September,38,7,0,64.0,64.0,100.0,6.0,64.0,30.0,17.0,1
185.5,2018-09-19 08:00:00,2018,September,38,8,0,64.0,64.0,100.0,10.0,64.0,50.0,10.0,1
190.0,2018-09-19 09:00:00,2018,September,38,9,0,63.0,64.0,96.0,10.0,63.0,30.0,11.0,1
189.75,2018-09-19 10:00:00,2018,September,38,10,0,62.0,65.0,90.0,10.0,63.0,20.0,14.0,1
194.5,2018-09-19 11:00:00,2018,September,38,11,0,62.0,67.0,84.0,10.0,64.0,30.0,14.0,1
193.875,2018-09-19 12:00:00,2018,September,38,12,0,62.0,68.0,81.0,10.0,64.0,20.0,15.0,1
196.125,2018-09-19 13:00:00,2018,September,38,13,0,61.0,67.0,81.0,10.0,63.0,30.0,15.0,1
213.25,2018-09-19 14:00:00,2018,September,38,14,0,60.0,66.0,81.0,10.0,62.0,20.0,15.0,1
211.75,2018-09-19 15:00:00,2018,September,38,15,0,60.0,66.0,81.0,10.0,62.0,40.0,13.0,1
217.5,2018-09-19 16:00:00,2018,September,38,16,0,59.0,66.0,78.0,10.0,62.0,40.0,13.0,1
93.875,2018-09-20 05:00:00,2018,September,38,5,0,56.0,58.0,93.0,10.0,57.0,360.0,8.0,1
104.0,2018-09-20 06:00:00,2018,September,38,6,0,56.0,59.0,90.0,10.0,57.0,10.0,7.0,1
113.5,2018-09-20 07:00:00,2018,September,38,7,0,57.0,61.0,87.0,10.0,59.0,360.0,11.0,1
116.5,2018-09-20 08:00:00,2018,September,38,8,0,57.0,63.0,81.0,10.0,60.0,20.0,14.0,1
117.875,2018-09-20 09:00:00,2018,September,38,9,0,58.0,67.0,73.0,10.0,62.0,10.0,11.0,1
117.0,2018-09-20 10:00:00,2018,September,38,10,0,56.0,65.0,73.0,10.0,60.0,40.0,11.0,1
120.75,2018-09-20 11:00:00,2018,September,38,11,0,57.0,67.0,71.0,10.0,61.0,50.0,13.0,1
130.0,2018-09-20 12:00:00,2018,September,38,12,0,57.0,68.0,68.0,10.0,62.0,60.0,10.0,1
189.25,2018-09-20 13:00:00,2018,September,38,13,0,56.0,67.0,68.0,10.0,61.0,50.0,13.0,1
172.75,2018-09-20 14:00:00,2018,September,38,14,0,58.0,67.0,73.0,10.0,62.0,90.0,9.0,1
184.0,2018-09-20 15:00:00,2018,September,38,15,0,57.0,68.0,68.0,10.0,62.0,60.0,11.0,1
183.25,2018-09-20 16:00:00,2018,September,38,16,0,57.0,66.0,73.0,10.0,61.0,70.0,13.0,1
180.625,2018-09-20 17:00:00,2018,September,38,17,0,56.0,64.0,75.0,10.0,59.0,70.0,9.0,1
190.125,2018-09-20 18:00:00,2018,September,38,18,0,56.0,62.0,80.0,10.0,59.0,50.0,8.0,1
154.25,2018-09-20 19:00:00,2018,September,38,19,0,57.0,62.0,84.0,10.0,59.0,70.0,7.0,1
166.875,2018-09-20 20:00:00,2018,September,38,20,0,56.0,61.0,84.0,10.0,58.0,70.0,7.0,1
167.125,2018-09-20 21:00:00,2018,September,38,21,0,56.0,61.0,84.0,10.0,58.0,70.0,5.0,1
172.25,2018-09-20 22:00:00,2018,September,38,22,0,56.0,60.0,86.0,10.0,58.0,90.0,3.0,1
165.875,2018-09-20 23:00:00,2018,September,38,23,0,56.0,60.0,86.0,10.0,58.0,140.0,3.0,1
157.75,2018-09-21 00:00:00,2018,September,38,0,0,56.0,61.0,84.0,10.0,58.0,0.0,0.0,1
154.25,2018-09-21 01:00:00,2018,September,38,1,0,57.0,59.0,93.0,10.0,58.0,60.0,5.0,1
131.625,2018-09-21 02:00:00,2018,September,38,2,0,56.0,59.0,90.0,10.0,57.0,60.0,6.0,1
105.5,2018-09-21 03:00:00,2018,September,38,3,0,56.0,59.0,90.0,10.0,57.0,0.0,0.0,1
95.625,2018-09-21 04:00:00,2018,September,38,4,0,56.0,58.0,93.0,10.0,57.0,100.0,5.0,1
91.0,2018-09-21 05:00:00,2018,September,38,5,0,55.0,59.0,87.0,10.0,57.0,10.0,3.0,1
99.25,2018-09-21 06:00:00,2018,September,38,6,0,55.0,59.0,87.0,10.0,57.0,0.0,0.0,1
113.0,2018-09-21 07:00:00,2018,September,38,7,0,56.0,61.0,84.0,10.0,58.0,110.0,3.0,1
116.25,2018-09-21 08:00:00,2018,September,38,8,0,55.0,64.0,73.0,10.0,59.0,140.0,9.0,1
122.25,2018-09-21 09:00:00,2018,September,38,9,0,55.0,66.0,68.0,10.0,60.0,150.0,13.0,1
177.625,2018-09-21 10:00:00,2018,September,38,10,0,55.0,67.0,66.0,10.0,60.0,180.0,11.0,1
182.625,2018-09-21 11:00:00,2018,September,38,11,0,54.0,67.0,63.0,10.0,60.0,150.0,13.0,1
186.0,2018-09-21 12:00:00,2018,September,38,12,0,54.0,68.0,61.0,10.0,60.0,180.0,13.0,1
189.0,2018-09-21 13:00:00,2018,September,38,13,0,55.0,68.0,63.0,10.0,61.0,160.0,13.0,1
195.375,2018-09-21 14:00:00,2018,September,38,14,0,56.0,68.0,65.0,10.0,61.0,160.0,15.0,1
200.875,2018-09-21 15:00:00,2018,September,38,15,0,57.0,67.0,71.0,10.0,61.0,190.0,11.0,1
207.875,2018-09-21 16:00:00,2018,September,38,16,0,57.0,67.0,71.0,10.0,61.0,190.0,14.0,1
209.375,2018-09-21 17:00:00,2018,September,38,17,0,59.0,66.0,78.0,10.0,62.0,190.0,11.0,1
224.0,2018-09-21 18:00:00,2018,September,38,18,0,60.0,66.0,81.0,10.0,62.0,190.0,13.0,1
220.5,2018-09-21 19:00:00,2018,September,38,19,0,61.0,66.0,84.0,10.0,63.0,180.0,11.0,1
215.75,2018-09-21 20:00:00,2018,September,38,20,0,62.0,66.0,87.0,10.0,64.0,180.0,13.0,1
222.75,2018-09-21 21:00:00,2018,September,38,21,0,63.0,67.0,87.0,10.0,65.0,210.0,10.0,1
245.5,2018-09-21 22:00:00,2018,September,38,22,0,64.0,68.0,87.0,10.0,66.0,210.0,13.0,1
231.375,2018-09-21 23:00:00,2018,September,38,23,0,63.0,69.0,81.0,10.0,65.0,210.0,16.0,1
222.0,2018-09-22 00:00:00,2018,September,38,0,0,63.0,70.0,79.0,10.0,66.0,210.0,17.0,1
210.875,2018-09-22 01:00:00,2018,September,38,1,0,64.0,71.0,79.0,10.0,67.0,210.0,14.0,1
193.75,2018-09-22 02:00:00,2018,September,38,2,0,66.0,71.0,84.0,10.0,68.0,210.0,14.0,1
167.75,2018-09-22 03:00:00,2018,September,38,3,0,67.0,72.0,84.0,10.0,69.0,230.0,14.0,1
161.75,2018-09-22 04:00:00,2018,September,38,4,0,69.0,70.0,97.0,8.0,69.0,230.0,13.0,1
159.875,2018-09-22 05:00:00,2018,September,38,5,0,69.0,71.0,94.0,10.0,70.0,250.0,10.0,1
160.5,2018-09-22 06:00:00,2018,September,38,6,0,68.0,71.0,90.0,10.0,69.0,280.0,9.0,1
159.875,2018-09-22 07:00:00,2018,September,38,7,0,54.0,69.0,59.0,10.0,60.0,310.0,13.0,1
159.5,2018-09-22 08:00:00,2018,September,38,8,0,53.0,69.0,57.0,10.0,60.0,320.0,15.0,1
163.5,2018-09-22 09:00:00,2018,September,38,9,0,52.0,71.0,51.0,10.0,60.0,330.0,15.0,1
165.5,2018-09-22 10:00:00,2018,September,38,10,0,52.0,69.0,55.0,10.0,59.0,340.0,14.0,1
178.25,2018-09-22 11:00:00,2018,September,38,11,0,52.0,69.0,55.0,10.0,59.0,320.0,13.0,1
178.875,2018-09-22 12:00:00,2018,September,38,12,0,53.0,72.0,52.0,10.0,61.0,340.0,13.0,1
179.5,2018-09-22 13:00:00,2018,September,38,13,0,52.0,72.0,50.0,10.0,61.0,350.0,15.0,1
192.0,2018-09-22 14:00:00,2018,September,38,14,0,51.0,72.0,48.0,10.0,60.0,340.0,10.0,1
189.125,2018-09-22 15:00:00,2018,September,38,15,0,51.0,70.0,51.0,10.0,59.0,0.0,0.0,1
172.875,2018-09-22 16:00:00,2018,September,38,16,0,51.0,69.0,53.0,10.0,59.0,40.0,6.0,1
202.25,2018-09-22 17:00:00,2018,September,38,17,0,49.0,68.0,51.0,10.0,58.0,30.0,8.0,1
221.625,2018-09-22 18:00:00,2018,September,38,18,0,51.0,65.0,61.0,10.0,57.0,40.0,8.0,1
185.25,2018-09-22 19:00:00,2018,September,38,19,0,50.0,64.0,60.0,10.0,56.0,30.0,9.0,1
212.75,2018-09-22 20:00:00,2018,September,38,20,0,49.0,63.0,60.0,10.0,55.0,20.0,7.0,1
171.125,2018-09-22 21:00:00,2018,September,38,21,0,47.0,62.0,58.0,10.0,54.0,20.0,15.0,1
175.25,2018-09-22 22:00:00,2018,September,38,22,0,44.0,60.0,56.0,10.0,52.0,20.0,8.0,1
163.375,2018-09-22 23:00:00,2018,September,38,23,0,44.0,58.0,60.0,10.0,51.0,360.0,3.0,1
154.0,2018-09-23 00:00:00,2018,September,38,0,0,45.0,56.0,67.0,10.0,50.0,10.0,3.0,1
160.875,2018-09-23 01:00:00,2018,September,38,1,0,45.0,56.0,67.0,10.0,50.0,340.0,3.0,1
143.75,2018-09-23 02:00:00,2018,September,38,2,0,44.0,54.0,69.0,10.0,49.0,320.0,3.0,1
108.5,2018-09-23 03:00:00,2018,September,38,3,0,45.0,52.0,77.0,10.0,49.0,330.0,3.0,1
100.875,2018-09-23 04:00:00,2018,September,38,4,0,45.0,53.0,74.0,10.0,49.0,350.0,6.0,1
97.75,2018-09-23 05:00:00,2018,September,38,5,0,45.0,52.0,77.0,10.0,49.0,340.0,5.0,1
101.375,2018-09-23 06:00:00,2018,September,38,6,0,44.0,52.0,75.0,10.0,48.0,350.0,5.0,1
100.375,2018-09-23 07:00:00,2018,September,38,7,0,44.0,53.0,72.0,10.0,49.0,350.0,5.0,1
103.5,2018-09-23 08:00:00,2018,September,38,8,0,45.0,54.0,72.0,10.0,50.0,360.0,5.0,1
108.0,2018-09-23 09:00:00,2018,September,38,9,0,45.0,57.0,64.0,10.0,51.0,330.0,5.0,1
109.625,2018-09-23 10:00:00,2018,September,38,10,0,45.0,59.0,60.0,10.0,52.0,10.0,5.0,1
130.75,2018-09-23 11:00:00,2018,September,38,11,0,44.0,61.0,54.0,10.0,52.0,0.0,0.0,1
124.375,2018-09-23 12:00:00,2018,September,38,12,0,45.0,63.0,52.0,10.0,54.0,0.0,0.0,1
172.5,2018-09-23 13:00:00,2018,September,38,13,0,47.0,63.0,56.0,10.0,55.0,250.0,3.0,1
176.625,2018-09-23 14:00:00,2018,September,38,14,0,46.0,64.0,52.0,10.0,55.0,0.0,0.0,1
181.75,2018-09-23 15:00:00,2018,September,38,15,0,47.0,64.0,54.0,10.0,55.0,270.0,5.0,1
172.0,2018-09-23 16:00:00,2018,September,38,16,0,49.0,63.0,60.0,10.0,55.0,270.0,6.0,1
184.75,2018-09-23 17:00:00,2018,September,38,17,0,48.0,62.0,60.0,10.0,55.0,280.0,5.0,1
176.5,2018-09-23 18:00:00,2018,September,38,18,0,49.0,61.0,65.0,10.0,55.0,270.0,3.0,1
166.875,2018-09-23 19:00:00,2018,September,38,19,0,50.0,58.0,75.0,10.0,54.0,270.0,3.0,1
180.5,2018-09-23 20:00:00,2018,September,38,20,0,51.0,57.0,81.0,10.0,54.0,330.0,3.0,1
165.625,2018-09-23 21:00:00,2018,September,38,21,0,52.0,56.0,87.0,10.0,54.0,0.0,0.0,1
176.5,2018-09-23 22:00:00,2018,September,38,22,0,52.0,54.0,93.0,10.0,53.0,270.0,3.0,1
166.5,2018-09-23 23:00:00,2018,September,38,23,0,51.0,53.0,93.0,10.0,52.0,0.0,0.0,1
154.5,2018-09-24 00:00:00,2018,September,39,0,0,50.0,52.0,93.0,10.0,51.0,300.0,3.0,1
152.375,2018-09-24 01:00:00,2018,September,39,1,0,49.0,51.0,92.0,10.0,50.0,0.0,0.0,1
123.875,2018-09-24 02:00:00,2018,September,39,2,0,48.0,50.0,93.0,10.0,49.0,0.0,0.0,1
104.125,2018-09-24 03:00:00,2018,September,39,3,0,49.0,51.0,92.0,10.0,50.0,0.0,0.0,1
93.125,2018-09-24 04:00:00,2018,September,39,4,0,48.0,50.0,93.0,10.0,49.0,10.0,6.0,1
90.625,2018-09-24 05:00:00,2018,September,39,5,0,49.0,52.0,89.0,10.0,50.0,360.0,6.0,1
99.625,2018-09-24 06:00:00,2018,September,39,6,0,51.0,53.0,93.0,10.0,52.0,20.0,10.0,1
110.375,2018-09-24 07:00:00,2018,September,39,7,0,54.0,56.0,93.0,10.0,55.0,40.0,14.0,1
111.5,2018-09-24 08:00:00,2018,September,39,8,0,53.0,58.0,84.0,10.0,55.0,50.0,18.0,1
117.125,2018-09-24 09:00:00,2018,September,39,9,0,50.0,57.0,78.0,10.0,53.0,40.0,17.0,1
114.25,2018-09-24 10:00:00,2018,September,39,10,0,48.0,58.0,70.0,10.0,53.0,60.0,17.0,1
117.0,2018-09-24 11:00:00,2018,September,39,11,0,48.0,58.0,70.0,10.0,53.0,40.0,18.0,1
119.25,2018-09-24 12:00:00,2018,September,39,12,0,48.0,58.0,70.0,10.0,53.0,40.0,15.0,1
132.75,2018-09-24 13:00:00,2018,September,39,13,0,48.0,58.0,70.0,10.0,53.0,50.0,14.0,1
122.75,2018-09-24 14:00:00,2018,September,39,14,0,47.0,58.0,67.0,10.0,52.0,40.0,13.0,1
126.5,2018-09-24 15:00:00,2018,September,39,15,0,47.0,58.0,67.0,10.0,52.0,60.0,14.0,1
136.375,2018-09-24 16:00:00,2018,September,39,16,0,47.0,57.0,69.0,10.0,52.0,60.0,14.0,1
145.5,2018-09-24 17:00:00,2018,September,39,17,0,47.0,57.0,69.0,10.0,52.0,50.0,14.0,1
151.25,2018-09-24 18:00:00,2018,September,39,18,0,47.0,56.0,72.0,10.0,51.0,40.0,11.0,1
159.0,2018-09-24 19:00:00,2018,September,39,19,0,47.0,54.0,77.0,10.0,50.0,40.0,9.0,1
168.125,2018-09-24 20:00:00,2018,September,39,20,0,47.0,53.0,80.0,10.0,50.0,40.0,9.0,1
163.75,2018-09-24 21:00:00,2018,September,39,21,0,47.0,51.0,86.0,10.0,49.0,40.0,8.0,1
166.5,2018-09-24 22:00:00,2018,September,39,22,0,46.0,51.0,83.0,10.0,49.0,50.0,8.0,1
165.0,2018-09-24 23:00:00,2018,September,39,23,0,46.0,51.0,83.0,10.0,49.0,40.0,8.0,1
159.25,2018-09-25 00:00:00,2018,September,39,0,0,45.0,50.0,83.0,10.0,48.0,20.0,6.0,1
144.625,2018-09-25 01:00:00,2018,September,39,1,0,45.0,51.0,80.0,10.0,48.0,10.0,7.0,1
124.5,2018-09-25 02:00:00,2018,September,39,2,0,45.0,50.0,83.0,10.0,48.0,30.0,7.0,1
97.375,2018-09-25 03:00:00,2018,September,39,3,0,46.0,51.0,83.0,10.0,49.0,20.0,7.0,1
90.0,2018-09-25 04:00:00,2018,September,39,4,0,47.0,51.0,86.0,10.0,49.0,30.0,7.0,1
92.75,2018-09-25 05:00:00,2018,September,39,5,0,48.0,52.0,86.0,10.0,50.0,30.0,8.0,1
101.75,2018-09-25 06:00:00,2018,September,39,6,0,49.0,53.0,86.0,10.0,51.0,40.0,9.0,1
110.875,2018-09-25 07:00:00,2018,September,39,7,0,50.0,54.0,87.0,10.0,52.0,50.0,8.0,1
118.625,2018-09-25 08:00:00,2018,September,39,8,0,52.0,56.0,87.0,10.0,54.0,50.0,7.0,1
116.125,2018-09-25 09:00:00,2018,September,39,9,0,54.0,57.0,90.0,10.0,55.0,10.0,8.0,1
117.5,2018-09-25 10:00:00,2018,September,39,10,0,57.0,59.0,93.0,5.0,58.0,30.0,8.0,1
116.625,2018-09-25 11:00:00,2018,September,39,11,0,58.0,60.0,93.0,5.0,59.0,70.0,7.0,1
122.75,2018-09-25 12:00:00,2018,September,39,12,0,60.0,60.0,100.0,2.5,60.0,60.0,9.0,1
134.25,2018-09-25 13:00:00,2018,September,39,13,0,62.0,62.0,100.0,2.0,62.0,90.0,7.0,1
125.875,2018-09-25 14:00:00,2018,September,39,14,0,63.0,63.0,100.0,2.5,63.0,130.0,7.0,1
132.625,2018-09-25 15:00:00,2018,September,39,15,0,65.0,65.0,100.0,1.5,65.0,130.0,17.0,1
131.625,2018-09-25 16:00:00,2018,September,39,16,0,66.0,67.0,97.0,7.0,66.0,160.0,11.0,1
147.0,2018-09-25 17:00:00,2018,September,39,17,0,67.0,67.0,100.0,4.0,67.0,160.0,14.0,1
156.75,2018-09-25 18:00:00,2018,September,39,18,0,67.0,67.0,100.0,6.0,67.0,180.0,11.0,1
164.125,2018-09-25 19:00:00,2018,September,39,19,0,68.0,68.0,100.0,6.0,68.0,180.0,14.0,1
171.25,2018-09-25 20:00:00,2018,September,39,20,0,69.0,69.0,100.0,4.0,69.0,170.0,16.0,1
168.125,2018-09-25 21:00:00,2018,September,39,21,0,70.0,70.0,100.0,5.0,70.0,180.0,13.0,1
161.0,2018-09-25 22:00:00,2018,September,39,22,0,70.0,70.0,100.0,2.5,70.0,180.0,16.0,1
157.0,2018-09-25 23:00:00,2018,September,39,23,0,70.0,70.0,100.0,5.0,70.0,240.0,5.0,1
153.125,2018-09-26 00:00:00,2018,September,39,0,0,71.0,71.0,100.0,0.75,71.0,250.0,5.0,1
144.5,2018-09-26 01:00:00,2018,September,39,1,0,72.0,72.0,100.0,4.0,72.0,190.0,13.0,1
128.375,2018-09-26 02:00:00,2018,September,39,2,0,73.0,73.0,100.0,10.0,73.0,210.0,11.0,1
103.125,2018-09-26 03:00:00,2018,September,39,3,0,73.0,73.0,100.0,10.0,73.0,210.0,13.0,1
96.375,2018-09-26 04:00:00,2018,September,39,4,0,73.0,73.0,100.0,7.0,73.0,210.0,9.0,1
97.0,2018-09-26 05:00:00,2018,September,39,5,0,72.0,72.0,100.0,7.0,72.0,210.0,13.0,1
106.5,2018-09-26 06:00:00,2018,September,39,6,0,72.0,72.0,100.0,5.0,72.0,190.0,9.0,1
114.875,2018-09-26 07:00:00,2018,September,39,7,0,73.0,73.0,100.0,4.0,73.0,210.0,14.0,1
117.375,2018-09-26 08:00:00,2018,September,39,8,0,73.0,73.0,100.0,10.0,73.0,190.0,14.0,1
119.75,2018-09-26 09:00:00,2018,September,39,9,0,71.0,75.0,88.0,10.0,72.0,210.0,10.0,1
120.375,2018-09-26 10:00:00,2018,September,39,10,0,72.0,76.0,88.0,10.0,73.0,210.0,17.0,1
120.5,2018-09-26 11:00:00,2018,September,39,11,0,73.0,76.0,91.0,10.0,74.0,210.0,14.0,1
129.125,2018-09-26 12:00:00,2018,September,39,12,0,73.0,77.0,88.0,10.0,74.0,210.0,15.0,1
147.5,2018-09-26 13:00:00,2018,September,39,13,0,74.0,78.0,87.0,10.0,75.0,190.0,15.0,1
137.875,2018-09-26 14:00:00,2018,September,39,14,0,73.0,79.0,82.0,10.0,75.0,190.0,15.0,1
141.0,2018-09-26 15:00:00,2018,September,39,15,0,73.0,77.0,88.0,10.0,74.0,230.0,13.0,1
142.875,2018-09-26 16:00:00,2018,September,39,16,0,73.0,78.0,85.0,10.0,75.0,210.0,13.0,1
145.875,2018-09-26 17:00:00,2018,September,39,17,0,72.0,76.0,88.0,10.0,73.0,190.0,15.0,1
162.0,2018-09-26 18:00:00,2018,September,39,18,0,71.0,73.0,94.0,10.0,72.0,220.0,18.0,1
167.625,2018-09-26 19:00:00,2018,September,39,19,0,72.0,73.0,96.0,9.0,72.0,200.0,11.0,1
172.0,2018-09-26 20:00:00,2018,September,39,20,0,72.0,73.0,96.0,10.0,72.0,200.0,15.0,1
168.875,2018-09-26 21:00:00,2018,September,39,21,0,72.0,73.0,96.0,10.0,72.0,210.0,14.0,1
170.0,2018-09-26 22:00:00,2018,September,39,22,0,72.0,74.0,94.0,10.0,73.0,220.0,7.0,1
166.5,2018-09-26 23:00:00,2018,September,39,23,0,71.0,74.0,91.0,10.0,72.0,210.0,9.0,1
162.375,2018-09-27 00:00:00,2018,September,39,0,0,67.0,68.0,96.0,1.25,67.0,360.0,13.0,1
127.875,2018-09-27 02:00:00,2018,September,39,2,0,67.0,68.0,96.0,10.0,67.0,310.0,3.0,1
108.375,2018-09-27 03:00:00,2018,September,39,3,0,64.0,67.0,91.0,10.0,65.0,320.0,7.0,1
102.625,2018-09-27 04:00:00,2018,September,39,4,0,62.0,66.0,87.0,10.0,64.0,340.0,10.0,1
100.0,2018-09-27 05:00:00,2018,September,39,5,0,60.0,64.0,87.0,10.0,62.0,350.0,15.0,1
105.25,2018-09-27 06:00:00,2018,September,39,6,0,56.0,62.0,80.0,10.0,59.0,360.0,13.0,1
115.75,2018-09-27 07:00:00,2018,September,39,7,0,55.0,62.0,78.0,10.0,58.0,360.0,13.0,1
120.625,2018-09-27 08:00:00,2018,September,39,8,0,54.0,63.0,73.0,10.0,58.0,360.0,14.0,1
118.0,2018-09-27 09:00:00,2018,September,39,9,0,56.0,66.0,70.0,10.0,60.0,20.0,14.0,1
115.875,2018-09-27 10:00:00,2018,September,39,10,0,55.0,66.0,68.0,10.0,60.0,30.0,16.0,1
121.375,2018-09-27 11:00:00,2018,September,39,11,0,53.0,68.0,59.0,10.0,59.0,30.0,17.0,1
131.625,2018-09-27 12:00:00,2018,September,39,12,0,50.0,69.0,51.0,10.0,58.0,50.0,21.0,1
146.5,2018-09-27 13:00:00,2018,September,39,13,0,51.0,69.0,53.0,10.0,59.0,50.0,18.0,1
133.5,2018-09-27 14:00:00,2018,September,39,14,0,51.0,71.0,49.0,10.0,60.0,60.0,13.0,1
141.125,2018-09-27 15:00:00,2018,September,39,15,0,49.0,70.0,47.0,10.0,58.0,60.0,11.0,1
139.875,2018-09-27 16:00:00,2018,September,39,16,0,48.0,68.0,49.0,10.0,57.0,70.0,13.0,1
137.875,2018-09-27 17:00:00,2018,September,39,17,0,48.0,65.0,54.0,10.0,56.0,70.0,9.0,1
155.375,2018-09-27 18:00:00,2018,September,39,18,0,49.0,61.0,65.0,10.0,55.0,60.0,7.0,1
153.875,2018-09-27 19:00:00,2018,September,39,19,0,48.0,59.0,67.0,10.0,53.0,40.0,7.0,1
160.25,2018-09-27 20:00:00,2018,September,39,20,0,52.0,58.0,81.0,10.0,55.0,50.0,9.0,1
166.0,2018-09-27 21:00:00,2018,September,39,21,0,53.0,58.0,84.0,10.0,55.0,40.0,8.0,1
165.0,2018-09-27 22:00:00,2018,September,39,22,0,53.0,59.0,81.0,10.0,56.0,40.0,8.0,1
159.75,2018-09-27 23:00:00,2018,September,39,23,0,54.0,58.0,87.0,10.0,56.0,50.0,6.0,1
155.875,2018-09-28 00:00:00,2018,September,39,0,0,54.0,58.0,87.0,10.0,56.0,30.0,3.0,1
145.375,2018-09-28 01:00:00,2018,September,39,1,0,54.0,59.0,83.0,10.0,56.0,30.0,6.0,1
124.125,2018-09-28 02:00:00,2018,September,39,2,0,54.0,59.0,83.0,10.0,56.0,30.0,8.0,1
106.875,2018-09-28 03:00:00,2018,September,39,3,0,54.0,59.0,83.0,10.0,56.0,60.0,9.0,1
99.875,2018-09-28 04:00:00,2018,September,39,4,0,54.0,59.0,83.0,10.0,56.0,40.0,5.0,1
98.25,2018-09-28 05:00:00,2018,September,39,5,0,55.0,59.0,87.0,10.0,57.0,50.0,8.0,1
102.125,2018-09-28 06:00:00,2018,September,39,6,0,55.0,59.0,87.0,10.0,57.0,20.0,9.0,1
113.5,2018-09-28 07:00:00,2018,September,39,7,0,56.0,57.0,96.0,1.5,56.0,40.0,13.0,1
114.875,2018-09-28 08:00:00,2018,September,39,8,0,55.0,57.0,93.0,5.0,56.0,70.0,9.0,1
114.25,2018-09-28 09:00:00,2018,September,39,9,0,56.0,57.0,96.0,4.0,56.0,30.0,15.0,1
115.0,2018-09-28 10:00:00,2018,September,39,10,0,55.0,56.0,97.0,3.0,55.0,30.0,13.0,1
123.25,2018-09-28 11:00:00,2018,September,39,11,0,56.0,57.0,96.0,8.0,56.0,20.0,13.0,1
124.75,2018-09-28 12:00:00,2018,September,39,12,0,57.0,58.0,97.0,2.0,57.0,20.0,15.0,1
139.625,2018-09-28 13:00:00,2018,September,39,13,0,58.0,59.0,96.0,3.0,58.0,20.0,13.0,1
137.5,2018-09-28 14:00:00,2018,September,39,14,0,58.0,59.0,96.0,3.0,58.0,350.0,14.0,1
141.5,2018-09-28 15:00:00,2018,September,39,15,0,56.0,58.0,93.0,6.0,57.0,10.0,14.0,1
151.875,2018-09-28 16:00:00,2018,September,39,16,0,55.0,58.0,90.0,10.0,56.0,20.0,11.0,1
141.625,2018-09-28 17:00:00,2018,September,39,17,0,55.0,58.0,90.0,10.0,56.0,10.0,10.0,1
153.75,2018-09-28 18:00:00,2018,September,39,18,0,54.0,58.0,87.0,6.0,56.0,340.0,6.0,1
165.75,2018-09-28 19:00:00,2018,September,39,19,0,54.0,57.0,90.0,10.0,55.0,320.0,6.0,1
171.0,2018-09-28 20:00:00,2018,September,39,20,0,55.0,57.0,93.0,10.0,56.0,280.0,3.0,1
167.125,2018-09-28 21:00:00,2018,September,39,21,0,54.0,56.0,93.0,10.0,55.0,290.0,3.0,1
175.0,2018-09-28 22:00:00,2018,September,39,22,0,54.0,55.0,96.0,10.0,54.0,290.0,3.0,1
159.0,2018-09-28 23:00:00,2018,September,39,23,0,55.0,57.0,93.0,10.0,56.0,260.0,5.0,1
150.25,2018-09-29 00:00:00,2018,September,39,0,0,53.0,55.0,93.0,10.0,54.0,0.0,0.0,1
150.875,2018-09-29 01:00:00,2018,September,39,1,0,52.0,53.0,96.0,10.0,52.0,240.0,3.0,1
143.875,2018-09-29 02:00:00,2018,September,39,2,0,51.0,52.0,97.0,10.0,51.0,200.0,3.0,1
103.375,2018-09-29 03:00:00,2018,September,39,3,0,51.0,51.0,100.0,10.0,51.0,240.0,6.0,1
96.5,2018-09-29 04:00:00,2018,September,39,4,0,52.0,52.0,100.0,10.0,52.0,270.0,10.0,1
92.875,2018-09-29 05:00:00,2018,September,39,5,0,53.0,53.0,100.0,7.0,53.0,270.0,5.0,1
94.875,2018-09-29 06:00:00,2018,September,39,6,0,54.0,54.0,100.0,7.0,54.0,290.0,5.0,1
97.125,2018-09-29 07:00:00,2018,September,39,7,0,55.0,56.0,97.0,10.0,55.0,270.0,3.0,1
97.375,2018-09-29 08:00:00,2018,September,39,8,0,56.0,59.0,90.0,10.0,57.0,290.0,7.0,1
